County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total Votes
Coweta,Newnan,3478.0,322.0,339.0,185.0,0.0,846.0,333.0,471.0,513.0,0.0,1317.0,18.0,3.0,4.0,0.0,25.0,2188.0
Coweta,Sharpsburg,4526.0,881.0,1486.0,427.0,1.0,2795.0,117.0,323.0,273.0,0.0,713.0,25.0,19.0,8.0,0.0,52.0,3560.0
Coweta,Fischer Road,4328.0,663.0,1310.0,450.0,0.0,2423.0,171.0,388.0,390.0,2.0,951.0,20.0,17.0,9.0,0.0,46.0,3420.0
Coweta,Cedar Creek,5330.0,984.0,1596.0,678.0,0.0,3258.0,155.0,414.0,456.0,0.0,1025.0,27.0,10.0,14.0,0.0,51.0,4334.0
Coweta,Grantville,2572.0,687.0,367.0,164.0,1.0,1219.0,197.0,145.0,182.0,0.0,524.0,12.0,2.0,11.0,0.0,25.0,1768.0
Coweta,Haralson,2339.0,782.0,499.0,184.0,0.0,1465.0,98.0,82.0,142.0,0.0,322.0,13.0,4.0,9.0,0.0,26.0,1813.0
Coweta,Welcome,3212.0,1061.0,476.0,312.0,0.0,1849.0,150.0,135.0,209.0,0.0,494.0,20.0,6.0,6.0,0.0,32.0,2375.0
Coweta,Panther Creek,3028.0,881.0,507.0,256.0,0.0,1644.0,144.0,137.0,235.0,0.0,516.0,15.0,4.0,6.0,0.0,25.0,2185.0
Coweta,Raymond,2492.0,608.0,663.0,253.0,0.0,1524.0,104.0,132.0,158.0,0.0,394.0,8.0,4.0,3.0,0.0,15.0,1933.0
Coweta,Turin,4477.0,1015.0,1359.0,433.0,0.0,2807.0,166.0,306.0,292.0,0.0,764.0,23.0,19.0,8.0,0.0,50.0,3621.0
Coweta,Smokey Road,2559.0,417.0,353.0,179.0,0.0,949.0,227.0,259.0,282.0,1.0,769.0,13.0,3.0,4.0,0.0,20.0,1738.0
Coweta,Central,4395.0,282.0,397.0,189.0,0.0,868.0,455.0,598.0,502.0,4.0,1559.0,18.0,14.0,11.0,1.0,44.0,2471.0
Coweta,Newnan Centre,20465.0,2061.0,4622.0,1795.0,1.0,8479.0,1138.0,2923.0,2367.0,0.0,6428.0,89.0,62.0,75.0,1.0,227.0,15134.0
Coweta,Greentop,2846.0,474.0,447.0,306.0,0.0,1227.0,184.0,285.0,325.0,1.0,795.0,11.0,8.0,10.0,0.0,29.0,2051.0
Coweta,Expo Center,1974.0,448.0,345.0,235.0,0.0,1028.0,156.0,141.0,181.0,0.0,478.0,14.0,9.0,3.0,0.0,26.0,1532.0
Coweta,White Oak,4636.0,677.0,1306.0,395.0,1.0,2379.0,226.0,464.0,396.0,0.0,1086.0,26.0,22.0,22.0,0.0,70.0,3535.0
Coweta,Madras,4462.0,705.0,1127.0,450.0,0.0,2282.0,203.0,534.0,484.0,4.0,1225.0,24.0,11.0,18.0,0.0,53.0,3560.0
Coweta,Cannongate,3653.0,797.0,1003.0,388.0,0.0,2188.0,130.0,304.0,255.0,0.0,689.0,22.0,15.0,21.0,0.0,58.0,2935.0
Coweta,Westside,838.0,91.0,55.0,43.0,0.0,189.0,162.0,78.0,103.0,0.0,343.0,5.0,0.0,2.0,0.0,7.0,539.0
Coweta,Northside,2285.0,528.0,347.0,244.0,0.0,1119.0,197.0,168.0,236.0,1.0,602.0,20.0,5.0,9.0,0.0,34.0,1755.0
Coweta,Thomas Crossroads,4962.0,844.0,1656.0,445.0,0.0,2945.0,162.0,401.0,341.0,0.0,904.0,20.0,16.0,13.0,0.0,49.0,3898.0
Coweta,Coweta Central Library,1723.0,271.0,607.0,160.0,0.0,1038.0,70.0,154.0,103.0,0.0,327.0,6.0,5.0,6.0,0.0,17.0,1382.0
Jasper,Wyatt,1940.0,446.0,489.0,128.0,1.0,1064.0,80.0,83.0,115.0,1.0,279.0,5.0,2.0,5.0,0.0,12.0,1355.0
Jasper,Monticello,4516.0,273.0,1532.0,346.0,10.0,2161.0,168.0,565.0,437.0,1.0,1171.0,6.0,9.0,5.0,0.0,20.0,3352.0
Jasper,Martin-Burney,3976.0,828.0,1434.0,334.0,1.0,2597.0,46.0,137.0,128.0,0.0,311.0,11.0,10.0,8.0,0.0,29.0,2937.0
Atkinson,Pearson County,1802.0,235.0,716.0,75.0,0.0,1026.0,32.0,92.0,36.0,0.0,160.0,5.0,4.0,2.0,0.0,11.0,1197.0
Atkinson,Axson,742.0,194.0,257.0,27.0,1.0,479.0,25.0,16.0,4.0,0.0,45.0,1.0,2.0,0.0,0.0,3.0,527.0
Atkinson,Willacoochee,1311.0,224.0,299.0,43.0,0.0,566.0,117.0,136.0,38.0,0.0,291.0,4.0,5.0,1.0,0.0,10.0,867.0
Atkinson,Pearson City,944.0,63.0,147.0,19.0,0.0,229.0,76.0,201.0,52.0,0.0,329.0,4.0,2.0,0.0,0.0,6.0,564.0
DeKalb,Allgood Elem,2858.0,44.0,77.0,80.0,0.0,201.0,227.0,896.0,589.0,6.0,1718.0,6.0,3.0,3.0,0.0,12.0,1931.0
DeKalb,Ashford Park Elem,2432.0,191.0,543.0,156.0,0.0,890.0,103.0,553.0,418.0,1.0,1075.0,14.0,17.0,8.0,0.0,39.0,2004.0
DeKalb,Austin,2538.0,227.0,572.0,302.0,3.0,1104.0,69.0,555.0,452.0,1.0,1077.0,13.0,10.0,8.0,0.0,31.0,2212.0
DeKalb,Avondale,2906.0,201.0,200.0,137.0,0.0,538.0,236.0,949.0,784.0,1.0,1970.0,14.0,17.0,10.0,0.0,41.0,2549.0
DeKalb,Austin Drive,2536.0,27.0,39.0,29.0,2.0,97.0,188.0,626.0,452.0,14.0,1280.0,5.0,8.0,8.0,0.0,21.0,1398.0
DeKalb,Ashford Dunwoody Rd,2966.0,196.0,594.0,195.0,2.0,987.0,66.0,825.0,576.0,2.0,1469.0,8.0,19.0,10.0,0.0,37.0,2493.0
DeKalb,Ashford Parkside,3664.0,179.0,600.0,267.0,2.0,1048.0,106.0,832.0,772.0,5.0,1715.0,8.0,13.0,12.0,0.0,33.0,2796.0
DeKalb,Avondale High,3151.0,56.0,127.0,95.0,0.0,278.0,112.0,1128.0,953.0,4.0,2197.0,10.0,20.0,7.0,0.0,37.0,2512.0
DeKalb,Boulevard,4675.0,48.0,145.0,62.0,1.0,256.0,242.0,1864.0,1233.0,2.0,3341.0,13.0,14.0,17.0,0.0,44.0,3641.0
DeKalb,Briar Vista Elem,2965.0,118.0,198.0,130.0,1.0,447.0,152.0,796.0,836.0,0.0,1784.0,10.0,12.0,11.0,0.0,33.0,2264.0
DeKalb,Briarlake Elem,1752.0,121.0,211.0,144.0,0.0,476.0,90.0,472.0,431.0,1.0,994.0,8.0,11.0,5.0,0.0,24.0,1494.0
DeKalb,Briarwood,2428.0,115.0,387.0,112.0,1.0,615.0,110.0,604.0,442.0,4.0,1160.0,5.0,14.0,11.0,0.0,30.0,1805.0
DeKalb,Brockett Elem,2752.0,76.0,281.0,192.0,0.0,549.0,136.0,733.0,511.0,7.0,1387.0,6.0,11.0,11.0,0.0,28.0,1964.0
DeKalb,Briarcliff,3122.0,153.0,311.0,276.0,5.0,745.0,106.0,671.0,794.0,2.0,1573.0,7.0,12.0,11.0,0.0,30.0,2348.0
DeKalb,Brockett,2681.0,155.0,249.0,158.0,3.0,565.0,164.0,702.0,490.0,5.0,1361.0,15.0,11.0,4.0,0.0,30.0,1956.0
DeKalb,Brookhaven,3444.0,243.0,657.0,211.0,1.0,1112.0,151.0,884.0,594.0,2.0,1631.0,12.0,21.0,17.0,0.0,50.0,2793.0
DeKalb,Browns Mill Elem,3829.0,24.0,49.0,34.0,0.0,107.0,295.0,1468.0,890.0,7.0,2660.0,7.0,3.0,7.0,0.0,17.0,2784.0
DeKalb,Bouldercrest Road,2004.0,14.0,27.0,16.0,0.0,57.0,152.0,766.0,368.0,3.0,1289.0,2.0,5.0,1.0,0.0,8.0,1354.0
DeKalb,Bethune Middle,4838.0,39.0,58.0,37.0,4.0,138.0,314.0,1372.0,995.0,17.0,2698.0,4.0,6.0,7.0,0.0,17.0,2853.0
DeKalb,Burgess Elem,3493.0,41.0,88.0,50.0,1.0,180.0,180.0,1348.0,897.0,7.0,2432.0,5.0,8.0,11.0,0.0,24.0,2636.0
DeKalb,Columbia Drive,2526.0,23.0,17.0,21.0,0.0,61.0,213.0,590.0,469.0,8.0,1280.0,3.0,2.0,5.0,0.0,10.0,1351.0
DeKalb,Canby Lane Elem,2004.0,14.0,24.0,25.0,1.0,64.0,216.0,533.0,434.0,8.0,1191.0,4.0,4.0,6.0,0.0,14.0,1269.0
DeKalb,Columbia Elem,1794.0,3.0,18.0,7.0,0.0,28.0,148.0,325.0,244.0,13.0,730.0,1.0,5.0,1.0,0.0,7.0,765.0
DeKalb,Cedar Grove Elem,4097.0,31.0,43.0,20.0,2.0,96.0,275.0,1471.0,777.0,9.0,2532.0,9.0,16.0,9.0,0.0,34.0,2662.0
DeKalb,Chamblee,2231.0,109.0,310.0,75.0,1.0,495.0,112.0,604.0,406.0,2.0,1124.0,12.0,15.0,6.0,0.0,33.0,1652.0
DeKalb,Candler-Murphey Candler Elem,3712.0,35.0,90.0,56.0,0.0,181.0,269.0,1408.0,636.0,7.0,2320.0,9.0,6.0,2.0,0.0,17.0,2518.0
DeKalb,Chapel Hill Elem,3349.0,22.0,34.0,22.0,1.0,79.0,245.0,1206.0,703.0,7.0,2161.0,5.0,8.0,7.0,0.0,20.0,2260.0
DeKalb,Chesnut Elem,2363.0,107.0,236.0,75.0,2.0,420.0,178.0,711.0,373.0,0.0,1262.0,5.0,7.0,4.0,0.0,16.0,1698.0
DeKalb,Clairemont West,3264.0,69.0,156.0,138.0,0.0,363.0,121.0,1178.0,1101.0,4.0,2404.0,7.0,11.0,10.0,0.0,28.0,2795.0
DeKalb,Clairmont Road,3223.0,93.0,184.0,178.0,0.0,455.0,150.0,837.0,924.0,7.0,1918.0,6.0,8.0,6.0,0.0,20.0,2393.0
DeKalb,Clarkston,3878.0,56.0,89.0,50.0,0.0,195.0,365.0,944.0,427.0,14.0,1750.0,10.0,11.0,4.0,0.0,25.0,1970.0
DeKalb,Clifton,1731.0,8.0,26.0,13.0,1.0,48.0,129.0,525.0,341.0,5.0,1000.0,1.0,3.0,3.0,0.0,7.0,1055.0
DeKalb,Columbia Middle,2178.0,21.0,30.0,6.0,0.0,57.0,143.0,599.0,353.0,7.0,1102.0,0.0,4.0,1.0,0.0,5.0,1164.0
DeKalb,Coan Recreation Center,4230.0,34.0,134.0,67.0,1.0,236.0,189.0,1566.0,923.0,2.0,2680.0,5.0,25.0,17.0,0.0,47.0,2963.0
DeKalb,Cross Keys High,2260.0,96.0,260.0,123.0,0.0,479.0,106.0,507.0,490.0,4.0,1107.0,12.0,10.0,19.0,0.0,41.0,1627.0
DeKalb,Crossroads,2898.0,21.0,39.0,31.0,0.0,91.0,230.0,874.0,627.0,7.0,1738.0,6.0,6.0,5.0,0.0,17.0,1846.0
DeKalb,Candler,3537.0,44.0,70.0,21.0,1.0,136.0,221.0,995.0,615.0,14.0,1845.0,6.0,11.0,4.0,0.0,21.0,2002.0
DeKalb,Cedar Grove Middle,1896.0,17.0,20.0,14.0,0.0,51.0,123.0,493.0,265.0,3.0,884.0,3.0,1.0,0.0,1.0,5.0,940.0
DeKalb,Cedar Grove South,3962.0,21.0,47.0,37.0,0.0,105.0,256.0,1569.0,755.0,6.0,2586.0,10.0,13.0,6.0,0.0,29.0,2720.0
DeKalb,Covington Hwy,995.0,3.0,7.0,2.0,0.0,12.0,54.0,101.0,60.0,5.0,220.0,0.0,2.0,1.0,1.0,4.0,236.0
DeKalb,Covington,2376.0,48.0,60.0,35.0,0.0,143.0,111.0,682.0,358.0,6.0,1157.0,6.0,10.0,9.0,0.0,25.0,1325.0
DeKalb,Clairemont East,3226.0,52.0,169.0,109.0,2.0,332.0,87.0,1116.0,1165.0,2.0,2370.0,3.0,17.0,16.0,0.0,36.0,2738.0
DeKalb,Coralwood,3153.0,104.0,359.0,233.0,3.0,699.0,108.0,903.0,948.0,2.0,1961.0,9.0,15.0,15.0,0.0,39.0,2699.0
DeKalb,Candler Park,4018.0,52.0,154.0,94.0,0.0,300.0,98.0,1695.0,1328.0,2.0,3123.0,7.0,15.0,17.0,0.0,39.0,3462.0
DeKalb,Clarkston Community Center,2495.0,62.0,99.0,49.0,3.0,213.0,194.0,610.0,389.0,9.0,1202.0,7.0,3.0,5.0,0.0,15.0,1430.0
DeKalb,Chamblee 2,3137.0,132.0,513.0,186.0,0.0,831.0,101.0,948.0,603.0,0.0,1652.0,8.0,14.0,15.0,0.0,37.0,2520.0
DeKalb,Doraville North,3065.0,138.0,210.0,121.0,4.0,473.0,262.0,716.0,415.0,5.0,1398.0,6.0,7.0,12.0,0.0,25.0,1896.0
DeKalb,Doraville South,1255.0,79.0,104.0,56.0,1.0,240.0,90.0,290.0,206.0,3.0,589.0,1.0,6.0,5.0,0.0,12.0,841.0
DeKalb,Dresden Elem,5141.0,188.0,463.0,209.0,6.0,866.0,322.0,1220.0,920.0,4.0,2466.0,10.0,25.0,15.0,0.0,50.0,3382.0
DeKalb,Decatur,1937.0,32.0,71.0,34.0,0.0,137.0,73.0,885.0,521.0,1.0,1480.0,2.0,6.0,4.0,0.0,12.0,1629.0
DeKalb,Dunaire Elem,2268.0,40.0,81.0,56.0,1.0,178.0,177.0,614.0,418.0,6.0,1215.0,3.0,5.0,3.0,0.0,11.0,1404.0
DeKalb,Dunwoody,3003.0,109.0,423.0,172.0,1.0,705.0,122.0,808.0,560.0,7.0,1497.0,4.0,13.0,14.0,0.0,31.0,2233.0
DeKalb,Dunwoody 2,2044.0,120.0,468.0,202.0,4.0,794.0,46.0,541.0,347.0,2.0,936.0,9.0,10.0,8.0,0.0,27.0,1757.0
DeKalb,Druid Hills High,2725.0,79.0,101.0,103.0,2.0,285.0,115.0,645.0,669.0,2.0,1431.0,2.0,7.0,9.0,0.0,18.0,1734.0
DeKalb,Dunwoody Library,2570.0,99.0,733.0,238.0,1.0,1071.0,44.0,632.0,451.0,2.0,1129.0,2.0,14.0,10.0,0.0,26.0,2226.0
DeKalb,East Lake,4139.0,51.0,151.0,57.0,1.0,260.0,206.0,1516.0,950.0,7.0,2679.0,10.0,37.0,7.0,0.0,54.0,2993.0
DeKalb,Embry Hills,1721.0,69.0,232.0,133.0,0.0,434.0,71.0,449.0,397.0,0.0,917.0,4.0,15.0,7.0,0.0,26.0,1377.0
DeKalb,Evansdale Elem,3441.0,145.0,398.0,216.0,0.0,759.0,174.0,873.0,671.0,5.0,1723.0,11.0,16.0,13.0,0.0,40.0,2522.0
DeKalb,Emory South,3241.0,100.0,216.0,120.0,0.0,436.0,151.0,964.0,909.0,7.0,2031.0,10.0,10.0,22.0,0.0,42.0,2509.0
DeKalb,Emory Road,2290.0,34.0,55.0,59.0,0.0,148.0,119.0,636.0,444.0,7.0,1206.0,2.0,0.0,3.0,0.0,5.0,1359.0
DeKalb,Fairington Elem,5455.0,24.0,47.0,32.0,0.0,103.0,437.0,1575.0,659.0,21.0,2692.0,4.0,9.0,7.0,0.0,20.0,2815.0
DeKalb,Fernbank Elem,2125.0,77.0,144.0,117.0,2.0,340.0,95.0,652.0,774.0,2.0,1523.0,5.0,8.0,13.0,0.0,26.0,1889.0
DeKalb,Flat Shoals Elem,2409.0,16.0,20.0,9.0,0.0,45.0,195.0,640.0,431.0,10.0,1276.0,5.0,4.0,0.0,0.0,9.0,1330.0
DeKalb,Flat Shoals Parkway,3449.0,22.0,46.0,9.0,0.0,77.0,191.0,1309.0,777.0,6.0,2283.0,5.0,12.0,3.0,0.0,20.0,2380.0
DeKalb,Flat Rock Elem,3142.0,24.0,49.0,21.0,1.0,95.0,237.0,1317.0,538.0,6.0,2098.0,5.0,8.0,1.0,1.0,15.0,2208.0
DeKalb,Flat Shoals,2649.0,21.0,26.0,8.0,1.0,56.0,179.0,648.0,466.0,7.0,1300.0,1.0,4.0,3.0,0.0,8.0,1364.0
DeKalb,Flakes Mill Fire Station,2103.0,10.0,34.0,26.0,1.0,71.0,112.0,741.0,433.0,6.0,1292.0,1.0,7.0,3.0,0.0,11.0,1374.0
DeKalb,Flat Shoals Library,2788.0,17.0,26.0,11.0,1.0,55.0,226.0,736.0,427.0,2.0,1391.0,8.0,4.0,4.0,0.0,16.0,1462.0
DeKalb,Freedom Middle,3227.0,55.0,75.0,63.0,0.0,193.0,265.0,850.0,557.0,11.0,1683.0,5.0,5.0,3.0,0.0,13.0,1889.0
DeKalb,Glennwood,2715.0,43.0,104.0,78.0,2.0,227.0,72.0,865.0,823.0,4.0,1764.0,7.0,10.0,11.0,0.0,28.0,2019.0
DeKalb,Glenhaven,1880.0,46.0,38.0,39.0,0.0,123.0,204.0,485.0,306.0,4.0,999.0,4.0,1.0,7.0,0.0,12.0,1134.0
DeKalb,Gresham Road,3601.0,23.0,54.0,36.0,2.0,115.0,210.0,1168.0,787.0,16.0,2181.0,5.0,14.0,9.0,0.0,28.0,2324.0
DeKalb,Georgetown Sq,4155.0,160.0,548.0,181.0,4.0,893.0,192.0,1142.0,598.0,7.0,1939.0,10.0,24.0,11.0,0.0,45.0,2877.0
DeKalb,Glenwood Road,2293.0,25.0,41.0,35.0,0.0,101.0,188.0,533.0,396.0,5.0,1122.0,6.0,5.0,3.0,0.0,14.0,1237.0
DeKalb,Hambrick Elem,3776.0,96.0,163.0,114.0,1.0,374.0,264.0,1067.0,605.0,11.0,1947.0,3.0,11.0,8.0,0.0,22.0,2343.0
DeKalb,Hawthorne Elem,3884.0,135.0,336.0,151.0,2.0,624.0,237.0,1111.0,681.0,5.0,2034.0,10.0,24.0,6.0,0.0,40.0,2698.0
DeKalb,Henderson Mill,3104.0,104.0,373.0,210.0,0.0,687.0,147.0,836.0,686.0,2.0,1671.0,8.0,16.0,17.0,0.0,41.0,2399.0
DeKalb,Huntley Hills Elem,3508.0,146.0,326.0,122.0,1.0,595.0,252.0,1059.0,503.0,5.0,1819.0,15.0,21.0,13.0,0.0,49.0,2463.0
DeKalb,Hugh Howell,1773.0,113.0,222.0,180.0,1.0,516.0,120.0,482.0,308.0,0.0,910.0,3.0,12.0,12.0,0.0,27.0,1453.0
DeKalb,Harris-Narvie J Harris Elem,4031.0,20.0,47.0,24.0,0.0,91.0,161.0,1583.0,783.0,10.0,2537.0,3.0,14.0,9.0,0.0,26.0,2654.0
DeKalb,Harris-Margaret Harris ED,1462.0,51.0,71.0,45.0,1.0,168.0,107.0,467.0,318.0,4.0,896.0,6.0,6.0,3.0,0.0,15.0,1079.0
DeKalb,Idlewood Elem,2472.0,94.0,150.0,86.0,2.0,332.0,180.0,718.0,401.0,8.0,1307.0,6.0,2.0,5.0,0.0,13.0,1652.0
DeKalb,Indian Creek,2318.0,51.0,90.0,69.0,5.0,215.0,147.0,496.0,352.0,10.0,1005.0,7.0,10.0,4.0,0.0,21.0,1241.0
DeKalb,Johnson Estates,1600.0,50.0,124.0,95.0,0.0,269.0,38.0,519.0,565.0,0.0,1122.0,3.0,13.0,6.0,0.0,22.0,1413.0
DeKalb,Jolly Elem,3679.0,107.0,186.0,129.0,5.0,427.0,233.0,905.0,602.0,13.0,1753.0,6.0,5.0,10.0,1.0,22.0,2202.0
DeKalb,Kelley Lake Elem,3015.0,20.0,34.0,24.0,0.0,78.0,275.0,760.0,589.0,3.0,1627.0,5.0,6.0,6.0,0.0,17.0,1722.0
DeKalb,Kingsley Elem,2490.0,191.0,569.0,305.0,2.0,1067.0,79.0,474.0,484.0,6.0,1043.0,11.0,8.0,6.0,1.0,26.0,2136.0
DeKalb,Kelley Chapel Road,1337.0,17.0,15.0,9.0,0.0,41.0,110.0,460.0,326.0,1.0,897.0,0.0,2.0,3.0,0.0,5.0,943.0
DeKalb,Knollwood,2546.0,48.0,41.0,15.0,1.0,105.0,230.0,669.0,477.0,11.0,1387.0,10.0,4.0,0.0,1.0,15.0,1507.0
DeKalb,Kittredge Elem,2161.0,127.0,432.0,174.0,1.0,734.0,64.0,568.0,444.0,3.0,1079.0,10.0,10.0,12.0,0.0,32.0,1845.0
DeKalb,Lakeside High,3216.0,156.0,397.0,263.0,3.0,819.0,151.0,942.0,672.0,0.0,1765.0,11.0,18.0,20.0,0.0,49.0,2633.0
DeKalb,Lavista Road,2223.0,95.0,183.0,153.0,1.0,432.0,102.0,532.0,637.0,4.0,1275.0,5.0,3.0,14.0,0.0,22.0,1729.0
DeKalb,Lavista,3223.0,110.0,230.0,170.0,4.0,514.0,170.0,823.0,626.0,7.0,1626.0,10.0,7.0,9.0,0.0,26.0,2166.0
DeKalb,Lithonia,1730.0,25.0,30.0,18.0,1.0,74.0,225.0,381.0,220.0,2.0,828.0,5.0,6.0,4.0,0.0,15.0,917.0
DeKalb,Lin-Mary Lin Elem,3009.0,68.0,153.0,87.0,2.0,310.0,109.0,1057.0,929.0,5.0,2100.0,6.0,13.0,14.0,0.0,33.0,2443.0
DeKalb,Lithonia High,3610.0,28.0,30.0,22.0,0.0,80.0,320.0,1085.0,537.0,13.0,1955.0,11.0,9.0,5.0,0.0,25.0,2060.0
DeKalb,Livsey Elem,1350.0,68.0,223.0,100.0,0.0,391.0,56.0,379.0,284.0,0.0,719.0,5.0,4.0,7.0,0.0,16.0,1126.0
DeKalb,Miller-Eldridge L Miller Elem 3455,3455.0,38.0,63.0,42.0,0.0,143.0,286.0,934.0,700.0,8.0,1928.0,2.0,7.0,9.0,0.0,18.0,2089.0
DeKalb,McNair High,4160.0,45.0,71.0,47.0,0.0,163.0,254.0,1419.0,988.0,6.0,2667.0,11.0,13.0,10.0,0.0,34.0,2864.0
DeKalb,Marbut Elem,4234.0,21.0,38.0,19.0,3.0,81.0,315.0,1411.0,632.0,19.0,2377.0,9.0,9.0,3.0,0.0,21.0,2479.0
DeKalb,McNair,2794.0,21.0,43.0,16.0,0.0,80.0,169.0,825.0,624.0,5.0,1623.0,5.0,5.0,8.0,2.0,20.0,1723.0
DeKalb,McLendon,3607.0,69.0,233.0,121.0,0.0,423.0,157.0,973.0,885.0,10.0,2025.0,11.0,9.0,23.0,0.0,43.0,2491.0
DeKalb,McWilliams,2517.0,21.0,27.0,15.0,0.0,63.0,137.0,969.0,562.0,5.0,1673.0,6.0,5.0,3.0,0.0,14.0,1750.0
DeKalb,Medlock,2208.0,65.0,128.0,115.0,0.0,308.0,130.0,665.0,674.0,2.0,1471.0,9.0,12.0,5.0,0.0,26.0,1805.0
DeKalb,Midvale Elem,2747.0,158.0,506.0,298.0,1.0,963.0,93.0,665.0,572.0,3.0,1333.0,12.0,11.0,8.0,0.0,31.0,2327.0
DeKalb,Miller Grove,4747.0,22.0,47.0,26.0,1.0,96.0,337.0,1377.0,696.0,14.0,2424.0,2.0,8.0,7.0,0.0,17.0,2537.0
DeKalb,Montclair Elem,2194.0,66.0,83.0,18.0,1.0,168.0,183.0,625.0,251.0,8.0,1067.0,4.0,7.0,2.0,0.0,13.0,1248.0
DeKalb,Montreal,2586.0,86.0,174.0,114.0,1.0,375.0,172.0,778.0,505.0,4.0,1459.0,8.0,3.0,9.0,0.0,20.0,1854.0
DeKalb,Meadowview,3511.0,29.0,34.0,38.0,1.0,102.0,206.0,983.0,757.0,13.0,1959.0,2.0,14.0,6.0,0.0,22.0,2083.0
DeKalb,Memorial South,3138.0,45.0,65.0,37.0,3.0,150.0,229.0,729.0,371.0,17.0,1346.0,2.0,4.0,3.0,1.0,10.0,1506.0
DeKalb,Midway,3139.0,28.0,61.0,43.0,1.0,133.0,166.0,755.0,625.0,7.0,1553.0,7.0,9.0,9.0,0.0,25.0,1711.0
DeKalb,McNair Academy,1900.0,19.0,22.0,11.0,1.0,53.0,126.0,627.0,456.0,4.0,1213.0,9.0,1.0,4.0,0.0,14.0,1280.0
DeKalb,Mount Vernon East,2651.0,187.0,662.0,258.0,1.0,1108.0,86.0,626.0,409.0,3.0,1124.0,9.0,16.0,8.0,0.0,33.0,2265.0
DeKalb,Mathis-Bob Mathis Elem,2789.0,15.0,39.0,36.0,0.0,90.0,213.0,934.0,699.0,6.0,1852.0,1.0,7.0,3.0,0.0,11.0,1953.0
DeKalb,Mount Vernon West,2303.0,105.0,515.0,176.0,6.0,802.0,59.0,642.0,378.0,5.0,1084.0,5.0,24.0,6.0,0.0,35.0,1921.0
DeKalb,Metropolitan,3405.0,29.0,86.0,43.0,3.0,161.0,166.0,1364.0,766.0,8.0,2304.0,9.0,23.0,11.0,0.0,43.0,2508.0
DeKalb,Montgomery Elem,2446.0,158.0,429.0,195.0,1.0,783.0,95.0,648.0,509.0,4.0,1256.0,5.0,15.0,14.0,1.0,35.0,2074.0
DeKalb,Miller Grove Road,2151.0,14.0,42.0,19.0,0.0,75.0,170.0,725.0,505.0,4.0,1404.0,5.0,4.0,2.0,0.0,11.0,1490.0
DeKalb,Midvale Road,1832.0,44.0,112.0,54.0,0.0,210.0,132.0,599.0,327.0,2.0,1060.0,0.0,14.0,2.0,0.0,16.0,1286.0
DeKalb,Miller Grove High,3470.0,21.0,31.0,18.0,0.0,70.0,269.0,975.0,446.0,10.0,1700.0,6.0,7.0,6.0,0.0,19.0,1789.0
DeKalb,North Decatur,2166.0,44.0,75.0,69.0,3.0,191.0,102.0,613.0,520.0,10.0,1245.0,4.0,7.0,5.0,0.0,16.0,1452.0
DeKalb,North Hairston,2329.0,39.0,68.0,48.0,3.0,158.0,206.0,625.0,404.0,7.0,1242.0,4.0,6.0,3.0,0.0,13.0,1413.0
DeKalb,Northlake,1509.0,99.0,112.0,112.0,0.0,323.0,86.0,433.0,389.0,1.0,909.0,7.0,11.0,10.0,0.0,28.0,1260.0
DeKalb,North Peachtree,1916.0,79.0,182.0,82.0,2.0,345.0,114.0,446.0,287.0,4.0,851.0,10.0,8.0,4.0,0.0,22.0,1218.0
DeKalb,Oak Grove Elem,2253.0,115.0,269.0,140.0,1.0,525.0,125.0,607.0,609.0,0.0,1341.0,5.0,6.0,13.0,0.0,24.0,1890.0
DeKalb,Oakcliff Elem,2125.0,100.0,169.0,106.0,2.0,377.0,246.0,392.0,265.0,10.0,913.0,4.0,4.0,5.0,0.0,13.0,1303.0
DeKalb,Oakhurst,2398.0,34.0,69.0,31.0,0.0,134.0,98.0,1050.0,753.0,3.0,1904.0,13.0,11.0,10.0,0.0,34.0,2072.0
DeKalb,Oak View Elem,5011.0,21.0,44.0,22.0,1.0,88.0,346.0,1725.0,759.0,19.0,2849.0,7.0,5.0,3.0,0.0,15.0,2952.0
DeKalb,Peachcrest,2458.0,30.0,59.0,32.0,0.0,121.0,161.0,610.0,442.0,5.0,1218.0,6.0,4.0,7.0,0.0,17.0,1356.0
DeKalb,Peachtree Middle,3502.0,120.0,361.0,170.0,2.0,653.0,187.0,1045.0,565.0,6.0,1803.0,6.0,11.0,8.0,0.0,25.0,2481.0
DeKalb,Princeton Elem,2376.0,13.0,43.0,17.0,0.0,73.0,168.0,840.0,455.0,6.0,1469.0,1.0,3.0,1.0,0.0,5.0,1547.0
