Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
Johnson Estates,DeKalb,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,21.0,39.0,33.0,0.0,93.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,6.0,2.0,14.0,19.0,0.0,35.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,14.0,2.0,30.0,26.0,0.0,58.0,34.0,109.0,73.0,0.0,216.0,0.0,5.0,2.0,0.0,7.0,0.0,7.0,5.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,7.0,1.0,1.0,2.0,0.0,4.0,21.0,422.0,478.0,0.0,921.0,0.0,1.0,1.0,0.0,2.0,1391.0,86.9
Jolly Elem,DeKalb,3679.0,3.0,9.0,5.0,0.0,17.0,6.0,2.0,2.0,0.0,10.0,35.0,67.0,40.0,1.0,143.0,4.0,3.0,3.0,0.0,10.0,9.0,16.0,10.0,1.0,36.0,3.0,5.0,2.0,0.0,10.0,3.0,8.0,5.0,1.0,17.0,38.0,181.0,78.0,4.0,301.0,7.0,36.0,18.0,0.0,61.0,3.0,11.0,2.0,0.0,16.0,13.0,35.0,19.0,4.0,71.0,19.0,47.0,14.0,0.0,80.0,39.0,65.0,59.0,1.0,164.0,6.0,17.0,3.0,1.0,27.0,5.0,5.0,2.0,0.0,12.0,2.0,2.0,2.0,0.0,6.0,1.0,4.0,2.0,0.0,7.0,2.0,4.0,1.0,0.0,7.0,130.0,548.0,446.0,3.0,1127.0,5.0,10.0,6.0,1.0,22.0,2144.0,58.3
Kelley Lake Elem,DeKalb,3015.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,6.0,8.0,16.0,8.0,0.0,32.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,8.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,6.0,30.0,102.0,34.0,1.0,167.0,11.0,25.0,16.0,0.0,52.0,0.0,1.0,1.0,0.0,2.0,16.0,26.0,12.0,0.0,54.0,13.0,23.0,1.0,0.0,37.0,5.0,13.0,9.0,0.0,27.0,6.0,19.0,3.0,0.0,28.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,5.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,192.0,548.0,512.0,2.0,1254.0,6.0,10.0,1.0,0.0,17.0,1716.0,56.9
Kingsley Elem,DeKalb,2490.0,1.0,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,8.0,55.0,202.0,128.0,1.0,386.0,4.0,4.0,2.0,0.0,10.0,1.0,4.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,9.0,0.0,20.0,6.0,32.0,13.0,5.0,56.0,1.0,5.0,4.0,0.0,10.0,2.0,4.0,2.0,0.0,8.0,3.0,9.0,13.0,0.0,25.0,9.0,39.0,43.0,0.0,91.0,130.0,360.0,202.0,2.0,694.0,1.0,2.0,2.0,0.0,5.0,5.0,6.0,1.0,0.0,12.0,1.0,2.0,2.0,0.0,5.0,0.0,4.0,8.0,0.0,12.0,3.0,6.0,2.0,0.0,11.0,47.0,348.0,360.0,1.0,756.0,0.0,3.0,1.0,0.0,4.0,2125.0,85.3
Kelley Chapel Road,DeKalb,1337.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,50.0,15.0,1.0,79.0,5.0,13.0,5.0,0.0,23.0,0.0,1.0,0.0,0.0,1.0,7.0,9.0,6.0,0.0,22.0,4.0,14.0,6.0,0.0,24.0,8.0,4.0,5.0,0.0,17.0,3.0,9.0,1.0,0.0,13.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,84.0,365.0,280.0,0.0,729.0,1.0,0.0,5.0,0.0,6.0,940.0,70.3
Knollwood,DeKalb,2546.0,1.0,3.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,6.0,14.0,7.0,1.0,28.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,27.0,58.0,25.0,3.0,113.0,16.0,26.0,11.0,1.0,54.0,0.0,2.0,0.0,0.0,2.0,12.0,22.0,7.0,0.0,41.0,4.0,15.0,7.0,1.0,27.0,32.0,21.0,6.0,0.0,59.0,8.0,10.0,3.0,0.0,21.0,5.0,2.0,0.0,1.0,8.0,5.0,2.0,2.0,0.0,9.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,170.0,517.0,402.0,6.0,1095.0,2.0,8.0,5.0,0.0,15.0,1502.0,59.0
Kittredge Elem,DeKalb,2161.0,1.0,1.0,4.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,42.0,142.0,78.0,0.0,262.0,2.0,2.0,5.0,0.0,9.0,1.0,5.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,6.0,3.0,43.0,25.0,1.0,72.0,1.0,3.0,6.0,0.0,10.0,5.0,6.0,1.0,0.0,12.0,2.0,14.0,7.0,0.0,23.0,8.0,53.0,22.0,0.0,83.0,89.0,301.0,120.0,2.0,512.0,0.0,13.0,0.0,0.0,13.0,6.0,9.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,7.0,40.0,388.0,335.0,1.0,764.0,0.0,4.0,1.0,0.0,5.0,1818.0,84.1
Lakeside High,DeKalb,3216.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,9.0,50.0,138.0,111.0,0.0,299.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,8.0,14.0,58.0,19.0,0.0,91.0,2.0,12.0,8.0,0.0,22.0,1.0,3.0,0.0,1.0,5.0,5.0,16.0,8.0,0.0,29.0,7.0,55.0,30.0,0.0,92.0,103.0,273.0,199.0,2.0,577.0,0.0,7.0,2.0,0.0,9.0,6.0,12.0,7.0,0.0,25.0,0.0,2.0,5.0,0.0,7.0,1.0,5.0,4.0,0.0,10.0,1.0,3.0,2.0,0.0,6.0,113.0,740.0,544.0,0.0,1397.0,2.0,5.0,1.0,0.0,8.0,2610.0,81.2
Lavista Road,DeKalb,2223.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,34.0,52.0,56.0,0.0,142.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,7.0,34.0,28.0,1.0,70.0,3.0,5.0,4.0,0.0,12.0,0.0,1.0,2.0,0.0,3.0,8.0,9.0,10.0,0.0,27.0,9.0,43.0,35.0,0.0,87.0,65.0,116.0,109.0,1.0,291.0,2.0,10.0,0.0,0.0,12.0,2.0,4.0,7.0,0.0,13.0,0.0,2.0,3.0,0.0,5.0,0.0,3.0,6.0,0.0,9.0,0.0,4.0,1.0,0.0,5.0,67.0,415.0,529.0,3.0,1014.0,1.0,7.0,4.0,0.0,12.0,1723.0,77.5
Lavista,DeKalb,3223.0,1.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,0.0,9.0,40.0,77.0,57.0,2.0,176.0,2.0,4.0,10.0,0.0,16.0,3.0,8.0,6.0,0.0,17.0,1.0,2.0,1.0,0.0,4.0,4.0,3.0,4.0,0.0,11.0,35.0,104.0,43.0,2.0,184.0,9.0,39.0,10.0,0.0,58.0,1.0,1.0,3.0,0.0,5.0,11.0,36.0,22.0,1.0,70.0,18.0,56.0,34.0,3.0,111.0,53.0,141.0,104.0,1.0,299.0,5.0,19.0,4.0,0.0,28.0,3.0,11.0,3.0,0.0,17.0,1.0,2.0,2.0,0.0,5.0,2.0,8.0,2.0,0.0,12.0,2.0,2.0,3.0,0.0,7.0,89.0,529.0,472.0,2.0,1092.0,2.0,7.0,6.0,0.0,15.0,2140.0,66.4
Lithonia,DeKalb,1730.0,2.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,6.0,16.0,3.0,1.0,26.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,59.0,68.0,39.0,0.0,166.0,15.0,22.0,6.0,0.0,43.0,2.0,0.0,1.0,0.0,3.0,13.0,19.0,7.0,0.0,39.0,11.0,18.0,3.0,0.0,32.0,13.0,9.0,8.0,0.0,30.0,5.0,9.0,1.0,0.0,15.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,124.0,242.0,157.0,1.0,524.0,2.0,3.0,2.0,0.0,7.0,913.0,52.8
Lin-Mary Lin Elem,DeKalb,3009.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,6.0,0.0,11.0,21.0,56.0,53.0,1.0,131.0,3.0,6.0,12.0,0.0,21.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,8.0,14.0,59.0,32.0,0.0,105.0,4.0,9.0,6.0,1.0,20.0,2.0,3.0,2.0,1.0,8.0,2.0,17.0,7.0,1.0,27.0,5.0,42.0,34.0,0.0,81.0,45.0,103.0,58.0,1.0,207.0,2.0,3.0,4.0,0.0,9.0,4.0,10.0,5.0,0.0,19.0,0.0,3.0,3.0,0.0,6.0,0.0,1.0,8.0,0.0,9.0,2.0,0.0,0.0,1.0,3.0,74.0,890.0,785.0,2.0,1751.0,0.0,3.0,3.0,0.0,6.0,2430.0,80.8
Lithonia High,DeKalb,3610.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,5.0,2.0,10.0,8.0,0.0,20.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,5.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,8.0,61.0,151.0,58.0,2.0,272.0,27.0,49.0,20.0,1.0,97.0,1.0,2.0,0.0,0.0,3.0,20.0,68.0,16.0,1.0,105.0,13.0,34.0,7.0,0.0,54.0,6.0,12.0,5.0,0.0,23.0,15.0,25.0,4.0,0.0,44.0,3.0,2.0,0.0,0.0,5.0,1.0,6.0,2.0,0.0,9.0,1.0,6.0,4.0,1.0,12.0,0.0,3.0,1.0,0.0,4.0,190.0,731.0,416.0,7.0,1344.0,7.0,9.0,5.0,0.0,21.0,2046.0,56.7
Livsey Elem,DeKalb,1350.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,5.0,23.0,77.0,43.0,0.0,143.0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,34.0,17.0,0.0,59.0,2.0,4.0,4.0,0.0,10.0,3.0,3.0,2.0,0.0,8.0,2.0,7.0,5.0,0.0,14.0,4.0,16.0,15.0,0.0,35.0,42.0,141.0,67.0,0.0,250.0,0.0,6.0,4.0,0.0,10.0,3.0,2.0,5.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,5.0,33.0,290.0,215.0,0.0,538.0,0.0,3.0,2.0,0.0,5.0,1119.0,82.9
Miller-Eldridge L Miller Elem,DeKalb,3455.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,6.0,9.0,28.0,14.0,0.0,51.0,0.0,1.0,3.0,0.0,4.0,0.0,7.0,1.0,0.0,8.0,0.0,3.0,2.0,0.0,5.0,0.0,2.0,5.0,1.0,8.0,51.0,114.0,55.0,0.0,220.0,20.0,42.0,27.0,1.0,90.0,2.0,6.0,0.0,0.0,8.0,20.0,36.0,19.0,0.0,75.0,11.0,25.0,13.0,1.0,50.0,14.0,13.0,24.0,0.0,51.0,9.0,20.0,0.0,0.0,29.0,2.0,2.0,0.0,0.0,4.0,1.0,3.0,4.0,0.0,8.0,3.0,3.0,6.0,0.0,12.0,3.0,3.0,0.0,0.0,6.0,174.0,682.0,558.0,3.0,1417.0,10.0,10.0,5.0,1.0,26.0,2082.0,60.3
McNair High,DeKalb,4160.0,1.0,3.0,4.0,0.0,8.0,3.0,6.0,2.0,0.0,11.0,12.0,15.0,13.0,0.0,40.0,3.0,3.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,4.0,0.0,5.0,3.0,0.0,8.0,38.0,111.0,52.0,1.0,202.0,13.0,47.0,20.0,0.0,80.0,1.0,2.0,0.0,0.0,3.0,15.0,40.0,25.0,1.0,81.0,13.0,69.0,24.0,0.0,106.0,22.0,40.0,25.0,0.0,87.0,9.0,29.0,7.0,0.0,45.0,3.0,8.0,7.0,0.0,18.0,2.0,8.0,2.0,0.0,12.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,2.0,0.0,3.0,166.0,1091.0,825.0,4.0,2086.0,2.0,14.0,6.0,0.0,22.0,2833.0,68.1
Marbut Elem,DeKalb,4234.0,2.0,6.0,4.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,3.0,11.0,1.0,0.0,15.0,0.0,4.0,3.0,0.0,7.0,3.0,2.0,1.0,0.0,6.0,3.0,4.0,1.0,0.0,8.0,1.0,3.0,1.0,1.0,6.0,64.0,240.0,74.0,3.0,381.0,20.0,74.0,21.0,1.0,116.0,1.0,2.0,1.0,0.0,4.0,17.0,63.0,25.0,3.0,108.0,18.0,42.0,10.0,0.0,70.0,5.0,13.0,7.0,0.0,25.0,12.0,32.0,3.0,0.0,47.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,7.0,1.0,9.0,0.0,0.0,10.0,6.0,2.0,1.0,0.0,9.0,182.0,932.0,486.0,13.0,1613.0,4.0,10.0,5.0,1.0,20.0,2470.0,58.3
McNair,DeKalb,2794.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,4.0,0.0,6.0,5.0,15.0,7.0,0.0,27.0,4.0,6.0,3.0,1.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,6.0,27.0,91.0,33.0,0.0,151.0,12.0,27.0,13.0,1.0,53.0,1.0,1.0,0.0,0.0,2.0,7.0,34.0,13.0,0.0,54.0,4.0,26.0,14.0,0.0,44.0,9.0,22.0,10.0,0.0,41.0,4.0,15.0,4.0,1.0,24.0,1.0,4.0,2.0,0.0,7.0,2.0,4.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,8.0,0.0,2.0,2.0,0.0,4.0,111.0,604.0,523.0,2.0,1240.0,5.0,8.0,3.0,0.0,16.0,1710.0,61.2
McLendon,DeKalb,3607.0,0.0,3.0,5.0,0.0,8.0,2.0,2.0,4.0,0.0,8.0,18.0,71.0,60.0,0.0,149.0,4.0,6.0,7.0,0.0,17.0,1.0,7.0,4.0,0.0,12.0,2.0,5.0,3.0,0.0,10.0,4.0,5.0,3.0,0.0,12.0,29.0,113.0,49.0,2.0,193.0,12.0,29.0,19.0,1.0,61.0,2.0,6.0,2.0,0.0,10.0,8.0,23.0,22.0,1.0,54.0,12.0,36.0,28.0,0.0,76.0,34.0,129.0,54.0,0.0,217.0,6.0,18.0,3.0,0.0,27.0,8.0,9.0,17.0,0.0,34.0,1.0,6.0,0.0,0.0,7.0,2.0,4.0,6.0,0.0,12.0,0.0,5.0,1.0,0.0,6.0,83.0,726.0,716.0,5.0,1530.0,3.0,2.0,11.0,0.0,16.0,2459.0,68.2
McWilliams,DeKalb,2517.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,7.0,32.0,121.0,32.0,2.0,187.0,9.0,25.0,16.0,1.0,51.0,1.0,1.0,0.0,0.0,2.0,9.0,34.0,12.0,0.0,55.0,4.0,27.0,11.0,0.0,42.0,5.0,13.0,4.0,0.0,22.0,3.0,11.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,7.0,0.0,6.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,3.0,86.0,734.0,481.0,2.0,1303.0,2.0,7.0,2.0,0.0,11.0,1736.0,69.0
Medlock,DeKalb,2208.0,1.0,3.0,5.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0,22.0,49.0,42.0,0.0,113.0,2.0,3.0,3.0,0.0,8.0,2.0,1.0,4.0,0.0,7.0,0.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,0.0,10.0,6.0,35.0,35.0,1.0,77.0,4.0,6.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,0.0,24.0,13.0,26.0,16.0,0.0,55.0,37.0,84.0,63.0,0.0,184.0,2.0,7.0,3.0,0.0,12.0,8.0,7.0,2.0,0.0,17.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,96.0,549.0,584.0,1.0,1230.0,2.0,2.0,2.0,0.0,6.0,1788.0,81.0
Midvale Elem,DeKalb,2747.0,1.0,2.0,1.0,0.0,4.0,1.0,8.0,3.0,0.0,12.0,42.0,187.0,118.0,1.0,348.0,1.0,2.0,5.0,0.0,8.0,4.0,5.0,8.0,0.0,17.0,1.0,2.0,1.0,0.0,4.0,7.0,8.0,5.0,0.0,20.0,6.0,50.0,27.0,1.0,84.0,4.0,13.0,4.0,0.0,21.0,1.0,4.0,5.0,0.0,10.0,4.0,17.0,11.0,0.0,32.0,8.0,48.0,35.0,0.0,91.0,106.0,300.0,193.0,0.0,599.0,0.0,14.0,1.0,0.0,15.0,5.0,9.0,6.0,0.0,20.0,0.0,3.0,3.0,0.0,6.0,0.0,5.0,2.0,0.0,7.0,1.0,3.0,5.0,0.0,9.0,66.0,481.0,433.0,1.0,981.0,0.0,11.0,6.0,0.0,17.0,2305.0,83.9
Miller Grove,DeKalb,4747.0,0.0,2.0,6.0,0.0,8.0,2.0,1.0,0.0,0.0,3.0,3.0,12.0,7.0,0.0,22.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,3.0,0.0,7.0,3.0,5.0,0.0,0.0,8.0,4.0,3.0,4.0,1.0,12.0,63.0,217.0,81.0,4.0,365.0,25.0,71.0,36.0,0.0,132.0,2.0,1.0,1.0,0.0,4.0,28.0,75.0,21.0,1.0,125.0,18.0,50.0,10.0,0.0,78.0,6.0,12.0,15.0,0.0,33.0,13.0,37.0,6.0,0.0,56.0,2.0,3.0,2.0,0.0,7.0,0.0,7.0,1.0,0.0,8.0,3.0,2.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,180.0,908.0,517.0,10.0,1615.0,5.0,17.0,8.0,0.0,30.0,2527.0,53.2
Montclair Elem,DeKalb,2194.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,24.0,22.0,10.0,0.0,56.0,1.0,3.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,9.0,1.0,3.0,1.0,0.0,5.0,4.0,0.0,2.0,0.0,6.0,51.0,105.0,28.0,5.0,189.0,17.0,28.0,15.0,0.0,60.0,0.0,3.0,0.0,0.0,3.0,12.0,43.0,6.0,0.0,61.0,9.0,35.0,6.0,0.0,50.0,30.0,58.0,10.0,0.0,98.0,8.0,12.0,3.0,0.0,23.0,2.0,7.0,1.0,0.0,10.0,3.0,2.0,1.0,0.0,6.0,0.0,5.0,2.0,0.0,7.0,2.0,1.0,3.0,0.0,6.0,80.0,374.0,173.0,3.0,630.0,3.0,4.0,2.0,0.0,9.0,1237.0,56.4
Montreal,DeKalb,2586.0,6.0,5.0,1.0,0.0,12.0,2.0,0.0,4.0,0.0,6.0,27.0,62.0,39.0,1.0,129.0,1.0,3.0,3.0,0.0,7.0,3.0,2.0,2.0,0.0,7.0,0.0,3.0,2.0,0.0,5.0,4.0,10.0,2.0,0.0,16.0,24.0,105.0,61.0,1.0,191.0,4.0,36.0,13.0,2.0,55.0,2.0,6.0,0.0,0.0,8.0,5.0,24.0,9.0,1.0,39.0,8.0,35.0,18.0,0.0,61.0,45.0,91.0,66.0,0.0,202.0,5.0,21.0,1.0,0.0,27.0,2.0,4.0,2.0,0.0,8.0,1.0,5.0,2.0,0.0,8.0,2.0,5.0,4.0,0.0,11.0,2.0,1.0,1.0,0.0,4.0,113.0,514.0,382.0,0.0,1009.0,3.0,13.0,5.0,0.0,21.0,1826.0,70.6
Meadowview,DeKalb,3511.0,2.0,0.0,3.0,1.0,6.0,1.0,3.0,3.0,0.0,7.0,8.0,6.0,6.0,1.0,21.0,2.0,4.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,38.0,113.0,58.0,1.0,210.0,17.0,38.0,10.0,0.0,65.0,1.0,3.0,0.0,0.0,4.0,10.0,47.0,10.0,2.0,69.0,5.0,27.0,5.0,1.0,38.0,8.0,18.0,21.0,0.0,47.0,6.0,12.0,3.0,0.0,21.0,1.0,7.0,2.0,0.0,10.0,2.0,5.0,3.0,0.0,10.0,2.0,5.0,4.0,0.0,11.0,2.0,1.0,2.0,0.0,5.0,127.0,731.0,664.0,8.0,1530.0,3.0,10.0,1.0,0.0,14.0,2084.0,59.4
Memorial South,DeKalb,3138.0,2.0,6.0,2.0,0.0,10.0,0.0,5.0,1.0,0.0,6.0,11.0,22.0,9.0,0.0,42.0,0.0,2.0,1.0,1.0,4.0,3.0,7.0,4.0,0.0,14.0,1.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,48.0,172.0,61.0,5.0,286.0,16.0,42.0,13.0,2.0,73.0,1.0,2.0,1.0,1.0,5.0,15.0,28.0,21.0,2.0,66.0,8.0,44.0,4.0,0.0,56.0,18.0,24.0,14.0,0.0,56.0,10.0,23.0,2.0,0.0,35.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,8.0,2.0,3.0,2.0,0.0,7.0,127.0,394.0,258.0,8.0,787.0,6.0,9.0,4.0,0.0,19.0,1489.0,47.5
