county,precinct_name,precinct_id,SHP20_PRECINCT_I,SHP20_PRECINCT_N,SHP20_PRECINCT_I_CLEAN,SHP20_PRECINCT_N_CLEAN,NOV20_Precinct,NOV20_Precinct_CLEAN,NOV20_Precinct ID_CLEAN,NOV18_PRECINCT ID,NOV18_PRECINCT DESCRIPTION,NOV18_PRECINCT ID_CLEAN,NOV18_PRECINCT DESCRIPTION_CLEAN,SHP18_prec_shp,SHP18_prec_elec,SHP18_prec_shp_CLEAN,SHP18_prec_elec_CLEAN,SHP16_PRECINCT_I,SHP16_PRECINCT_N,SHP16_PRECINCT_I_CLEAN,SHP16_PRECINCT_N_CLEAN
Douglas,Golden Methodist Church,729,729,GOLDEN METHODIST CHURCH,729,golden methodist church,Golden Methodist Church,golden methodist church,,729,GOLDEN METHODIST CH,729,golden methodist ch,Golden Methodist Ch,GOLDEN METHODIST CH,golden methodist ch,golden methodist ch,729,GOLDEN METHODIST CH,729,golden methodist ch
Douglas,Bright Star,734,734,BRIGHT STAR,734,bright star,Bright Star,bright star,,734,BRIGHT STAR,734,bright star,Bright Star,BRIGHT STAR,bright star,bright star,734,BRIGHT STAR,734,bright star
Douglas,Deer Lick,1276,1276,DEER LICK,1276,deer lick,Deer Lick,deer lick,,1276,DEER LICK,1276,deer lick,Deer Lick,DEER LICK,deer lick,deer lick,1276,DEER LICK,1276,deer lick
Douglas,Church At Chapel Hill,736S,736S,CHURCH AT CHAPEL HILL,736s,church at chapel hill,Church At Chapel Hill,church at chapel hill,,736S,CHURCH AT CHAPEL HILL,736s,church at chapel hill,Church at Chapel Hill,CHURCH AT CHAPEL HILL,church at chapel hill,church at chapel hill,736S,CHURCH AT CHAPEL HILL,736s,church at chapel hill
Douglas,Stewart,732,732,STEWART,732,stewart,Stewart,stewart,,732,STEWART,732,stewart,Stewart,STEWART,stewart,stewart,732,STEWART,732,stewart
Douglas,Chapel Hill,736N,736N,CHAPEL HILL,736n,chapel hill,Chapel Hill,chapel hill,,736N,CHAPEL HILL,736n,chapel hill,Chapel Hill,CHAPEL HILL,chapel hill,chapel hill,736N,CHAPEL HILL,736n,chapel hill
Douglas,Dorsett Shoals,735,735,DORSETT SHOALS,735,dorsett shoals,Dorsett Shoals,dorsett shoals,,735,DORSETT SHOALS,735,dorsett shoals,Dorsett Shoals,DORSETT SHOALS,dorsett shoals,dorsett shoals,735,DORSETT SHOALS,735,dorsett shoals
Douglas,Chestnut Log,737,737,CHESTNUT LOG,737,chestnut log,Chestnut Log,chestnut log,,737,CHESTNUT LOG,737,chestnut log,Chestnut Log,CHESTNUT LOG,chestnut log,chestnut log,737,CHESTNUT LOG,737,chestnut log
Douglas,Old Courthouse,730,730,OLD COURTHOUSE,730,old courthouse,Old Courthouse,old courthouse,,730,OLD COURTHOUSE,730,old courthouse,Old Courthouse,OLD COURTHOUSE,old courthouse,old courthouse,730,OLD COURTHOUSE,730,old courthouse
Douglas,Mirror Lake Elementary,1258,1258,MIRROR LAKE ELEMENTARY,1258,mirror lake elementary,Mirror Lake Elementary,mirror lake elementary,,1258,MIRROR LAKE ELEMENTA,1258,mirror lake elementa,Mirror Lake Elementa,MIRROR LAKE ELEMENTA,mirror lake elementa,mirror lake elementa,1258,MIRROR LAKE ELEMENTA,1258,mirror lake elementa
Douglas,Boundary Waters,785,785,BOUNDARY WATERS,785,boundary waters,Boundary Waters,boundary waters,,785,BOUNDARY WATERS,785,boundary waters,Boundary Waters,BOUNDARY WATERS,boundary waters,boundary waters,785,BOUNDARY WATERS,785,boundary waters
Douglas,Turner,1273,1273,TURNER,1273,turner,Turner,turner,,1273,TURNER,1273,turner,Turner,TURNER,turner,turner,1273,TURNER,1273,turner
Douglas,Prays Mill Gym,1272,1272,PRAYS MILL GYM,1272,prays mill gym,Prays Mill Gym,prays mill gym,,1272,PRAYS MILL GYM,1272,prays mill gym,Prays Mill Gym,PRAYS MILL GYM,prays mill gym,prays mill gym,1272,PRAYS MILL GYM,1272,prays mill gym
Douglas,Ephesus Baptist Church,1271,1271,EPHESUS BAPTIST CHURCH,1271,ephesus baptist church,Ephesus Baptist Church,ephesus baptist church,,1271,EPHESUS BAPTIST CHUR,1271,ephesus baptist chur,Ephesus Baptist Chur,EPHESUS BAPTIST CHUR,ephesus baptist chur,ephesus baptist chur,1271,EPHESUS BAPTIST CHUR,1271,ephesus baptist chur
Douglas,Atlanta West Pentecostal,1270,1270,ATLANTA WEST PENTECOSTAL,1270,atlanta west pentecostal,Atlanta West Pentecostal,atlanta west pentecostal,,1270,COLONIAL HILLS,1270,colonial hills,Colonial Hills,COLONIAL HILLS,colonial hills,colonial hills,1270,COLONIAL HILLS,1270,colonial hills
Douglas,Dog River Library,1260,1260,DOG RIVER LIBRARY,1260,dog river library,Dog River Library,dog river library,,1260,DOG RIVER LIBRARY,1260,dog river library,Dog River Library,DOG RIVER LIBRARY,dog river library,dog river library,1260,DAY STAR GYM,1260,day star gym
Douglas,Winston,1259,1259,WINSTON,1259,winston,Winston,winston,,1259,WINSTON,1259,winston,Winston,WINSTON,winston,winston,1259,WINSTON,1259,winston
Douglas,First Baptist - Lithia Springs,1274,1274,FIRST BAPTIST LITHIA SPRINGS,1274,first baptist lithia springs,First Baptist Lithia Springs,first baptist lithia springs,,1274,FIRST BAPTIST LITHIA ,1274,first baptist lithia ,First Baptist Lithia Springs,FIRST BAPTIST - LITHIA SPRINGS,first baptist lithia springs,first baptist - lithia springs,1274,FIRST BAPTIST LITHIA SPRINGS,1274,first baptist lithia springs
Whitfield,,CO,CO,CO,co,co,CO,co,,CO,CO,co,co,Co,CO,co,co,CO,CO,co,co
Whitfield,,FI,FI,FI,fi,fi,FI,fi,,FI,FI,fi,fi,Fi,FI,fi,fi,FI,FI,fi,fi
Whitfield,,LT,LT,LT,lt,lt,LT,lt,,LT,LT,lt,lt,Lt,LT,lt,lt,LT,LT,lt,lt
Whitfield,,GL,GL,GL,gl,gl,GL,gl,,GL,GL,gl,gl,Gl,GL,gl,gl,GL,GL,gl,gl
Whitfield,,NI,NI,NI,ni,ni,NI,ni,,NI,NI,ni,ni,Ni,NI,ni,ni,NI,NI,ni,ni
Whitfield,,UT,UT,UT,ut,ut,UT,ut,,UT,UT,ut,ut,Ut,UT,ut,ut,UT,UT,ut,ut
Whitfield,,ES,ES,ES,es,es,ES,es,,ES,ES,es,es,Es,ES,es,es,ES,ES,es,es
Whitfield,,2A,2A,2A,2a,2a,2A,2a,,2A,2A,2a,2a,2a,2A,2a,2a,2A,2A,2a,2a
Whitfield,,TI,TI,TI,ti,ti,TI,ti,,TI,TI,ti,ti,Ti,TI,ti,ti,TI,TI,ti,ti
Whitfield,,MC,MC,MC,mc,mc,MC,mc,,MC,MC,mc,mc,Mc,MC,mc,mc,MC,MC,mc,mc
Whitfield,,DG,DG,DG,dg,dg,DG,dg,,DG,DG,dg,dg,Dg,DG,dg,dg,DG,DG,dg,dg
Whitfield,,WS,WS,WS,ws,ws,WS,ws,,WS,WS,ws,ws,Ws,WS,ws,ws,WS,WS,ws,ws
Whitfield,,AN,AN,AN,an,an,AN,an,,AN,AN,an,an,An,AN,an,an,AN,AN,an,an
Whitfield,,1A,1A,1A,1a,1a,1A,1a,,1A,1A,1a,1a,1a,1A,1a,1a,1A,1A,1a,1a
Whitfield,,3A,3A,3A,3a,3a,3A,3a,,3A,3A,3a,3a,3a,3A,3a,3a,3A,3A,3a,3a
Whitfield,,4A,4A,4A,4a,4a,4A,4a,,4A,4A,4a,4a,4a,4A,4a,4a,4A,4A,4a,4a
Whitfield,,TH,TH,TH,th,th,TH,th,,TH,TH,th,th,Th,TH,th,th,TH,TH,th,th
Whitfield,,CA,CA,CA,ca,ca,CA,ca,,CA,CA,ca,ca,Ca,CA,ca,ca,CA,CA,ca,ca
Whitfield,,TR,TR,TR,tr,tr,TR,tr,,TR,TR,tr,tr,Tr,TR,tr,tr,TR,TR,tr,tr
Whitfield,,VA,VA,VA,va,va,VA,va,,VA,VA,va,va,Va,VA,va,va,VA,VA,va,va
Whitfield,,5A,5A,5A,5a,5a,5A,5a,,5A,5A,5a,5a,5a,5A,5a,5a,5A,5A,5a,5a
Whitfield,,PG,PG,PG,pg,pg,PG,pg,,PG,PG,pg,pg,Pg,PG,pg,pg,PG,PG,pg,pg
Whitfield,,6A,6A,6A,6a,6a,6A,6a,,6A,6A,6a,6a,6a,6A,6a,6a,6A,6A,6a,6a
Coweta,Expo Center,20,20,EXPO CENTER,20,expo center,Expo Center,expo center,,20,EXPO CENTER,20,expo center,Expo Center,EXPO CENTER,expo center,expo center,20,EXPO CENTER,20,expo center
Coweta,Grantville,09,09,GRANTVILLE,09,grantville,Grantville,grantville,,09,GRANTVILLE,09,grantville,Grantville,GRANTVILLE,grantville,grantville,09,GRANTVILLE,09,grantville
Coweta,Haralson,10,10,HARALSON,10,haralson,Haralson,haralson,,10,HARALSON,10,haralson,Haralson,HARALSON,haralson,haralson,10,HARALSON,10,haralson
Coweta,Pine Road,03,03,PINE ROAD,03,pine road,Pine Road,pine road,,03,PINE ROAD,03,pine road,Pine Road,PINE ROAD,pine road,pine road,03,PINE ROAD,03,pine road
Coweta,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Coweta,,714A1,,,,,,,,714A1,,714a1,,,,,,,,,
Coweta,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Coweta,Turkey Creek,16,,,,,,,,,,,,,,,,16,TURKEY CREEK,16,turkey creek
Coweta,Jefferson Parkway,28,,,,,,,,28,JEFFERSON PARKWAY,28,jefferson parkway,Jefferson Parkway,JEFFERSON PARKWAY,jefferson parkway,jefferson parkway,28,JEFFERSON PARKWAY,28,jefferson parkway
Coweta,Fischer Road,07,07,FISCHER ROAD,07,fischer road,Fischer Road,fischer road,,07,FISCHER ROAD,07,fischer road,Fischer Road,FISCHER ROAD,fischer road,fischer road,07,FISCHER ROAD,07,fischer road
Coweta,Greentop,19,19,GREENTOP,19,greentop,Greentop,greentop,,19,GREENTOP,19,greentop,Greentop,GREENTOP,greentop,greentop,19,GREENTOP,19,greentop
Coweta,Newnan,05,05,NEWNAN,05,newnan,Newnan,newnan,,05,NEWNAN,05,newnan,Newnan,NEWNAN,newnan,newnan,05,NEWNAN,05,newnan
Coweta,Sharpsburg,06,06,SHARPSBURG,06,sharpsburg,Sharpsburg,sharpsburg,,06,SHARPSBURG,06,sharpsburg,Sharpsburg,SHARPSBURG,sharpsburg,sharpsburg,06,SHARPSBURG,06,sharpsburg
Coweta,Newnan Centre,18,18,NEWNAN CENTRE,18,newnan centre,Newnan Centre,newnan centre,,18,ARTS CENTRE,18,arts centre,Arts Centre,ARTS CENTRE,arts centre,arts centre,18,ARTS CENTRE,18,arts centre
Coweta,Moreland,02,02,MORELAND,02,moreland,Moreland,moreland,,02,MORELAND,02,moreland,Moreland,MORELAND,moreland,moreland,02,MORELAND,02,moreland
Coweta,Senoia,01,01,SENOIA,01,senoia,Senoia,senoia,,01,SENOIA,01,senoia,Senoia,SENOIA,senoia,senoia,01,SENOIA,01,senoia
Coweta,Turin,14,14,TURIN,14,turin,Turin,turin,,14,TURIN,14,turin,Turin,TURIN,turin,turin,14,TURIN,14,turin
Coweta,Central,17,17,CENTRAL,17,central,Central,central,,17,CENTRAL,17,central,Central,CENTRAL,central,central,17,CENTRAL,17,central
Coweta,Welcome,11,11,WELCOME,11,welcome,Welcome,welcome,,11,WELCOME,11,welcome,Welcome,WELCOME,welcome,welcome,11,WELCOME,11,welcome
Coweta,Coweta Central Library,27,27,COWETA CENTRAL LIBRARY,27,coweta central library,Coweta Central Library,coweta central library,,27,COWETA CENTRAL ,27,coweta central ,Coweta Central Library,COWETA CENTRAL LIBRARY,coweta central library,coweta central library,27,COWETA CENTRAL LIBRARY,27,coweta central library
Coweta,Thomas Crossroads,26,26,THOMAS CROSSROADS,26,thomas crossroads,Thomas Crossroads,thomas crossroads,,26,THOMAS CROSSROADS,26,thomas crossroads,Thomas Crossroads,THOMAS CROSSROADS,thomas crossroads,thomas crossroads,26,THOMAS CROSSROADS,26,thomas crossroads
Coweta,Northside,25,25,NORTHSIDE,25,northside,Northside,northside,,25,NORTHSIDE,25,northside,Northside,NORTHSIDE,northside,northside,25,NORTHSIDE,25,northside
Coweta,Westside,24,24,WESTSIDE,24,westside,Westside,westside,,24,WESTSIDE,24,westside,Westside,WESTSIDE,westside,westside,24,WESTSIDE,24,westside
Coweta,Cannongate,23,23,CANNONGATE,23,cannongate,Cannongate,cannongate,,23,CANNONGATE,23,cannongate,Cannongate,CANNONGATE,cannongate,cannongate,23,CANNONGATE,23,cannongate
Coweta,Smokey Road,15,15,SMOKEY ROAD,15,smokey road,Smokey Road,smokey road,,15,SMOKEY ROAD,15,smokey road,Smokey Road,SMOKEY ROAD,smokey road,smokey road,15,SMOKEY ROAD,15,smokey road
Coweta,Madras,22,22,MADRAS,22,madras,Madras,madras,,22,MADRAS,22,madras,Madras,MADRAS,madras,madras,22,MADRAS,22,madras
Coweta,White Oak,21,21,WHITE OAK,21,white oak,White Oak,white oak,,21,WHITE OAK,21,white oak,White Oak,WHITE OAK,white oak,white oak,21,WHITE OAK,21,white oak
Coweta,Dresden,04,04,DRESDEN,04,dresden,Dresden,dresden,,04,DRESDEN,04,dresden,Dresden,DRESDEN,dresden,dresden,04,DRESDEN,04,dresden
Coweta,Raymond,13,13,RAYMOND,13,raymond,Raymond,raymond,,13,RAYMOND,13,raymond,Raymond,RAYMOND,raymond,raymond,13,RAYMOND,13,raymond
Coweta,Cedar Creek,08,08,CEDAR CREEK,08,cedar creek,Cedar Creek,cedar creek,,08,CEDAR CREEK,08,cedar creek,Cedar Creek,CEDAR CREEK,cedar creek,cedar creek,08,CEDAR CREEK,08,cedar creek
Coweta,Panther Creek,12,12,PANTHER CREEK,12,panther creek,Panther Creek,panther creek,,12,PANTHER CREEK,12,panther creek,Panther Creek,PANTHER CREEK,panther creek,panther creek,12,PANTHER CREEK,12,panther creek
Clay,Bluffton,1,1,BLUFFTON,1,bluffton,Bluffton,bluffton,,1,BLUFFTON,1,bluffton,Bluffton,Bluffton,bluffton,bluffton,1,BLUFFTON,1,bluffton
Clay,Old Head Start,4,4,OLD HEAD START,4,old head start,Old Head Start,old head start,,4,OLD HEAD START,4,old head start,Old Head Start,Old Head Start,old head start,old head start,4,OLD HEAD START,4,old head start
Clay,Day's Cross Roads,5,5,DAYS CROSS ROAD,5,days cross road,Days Cross Road,days cross road,,5,DAYS CROSS ROAD,5,days cross road,Day's Cross Road,Day's Cross Roads,day's cross road,day's cross roads,5,DAYS CROSS ROAD,5,days cross road
Clay,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Clay,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Clay,Zetto,2,2,ZETTO,2,zetto,Zetto,zetto,,2,ZETTO,2,zetto,Zetto,Zetto,zetto,zetto,2,ZETTO,2,zetto
Clay,Court House,3,3,COURT HOUSE,3,court house,Court House,court house,,3,COURT HOUSE,3,court house,Court House,Courthouse,court house,courthouse,3,COURT HOUSE,3,court house
Early,Colomokee,CO,,,,,,,,,,,,,,,,CO,COLOMOKEE,co,colomokee
Early,,JAKIN,,,,,,,,,,,,,,,,JAKIN,JAKIN,jakin,jakin
Early,Hilton,H,,,,,,,,,,,,,,,,H,HILTON,h,hilton
Early,Lucile,L,,,,,,,,,,,,,,,,L,LUCILE,l,lucile
Early,Freeman,F,,,,,,,,,,,,,,,,F,FREEMAN,f,freeman
Early,Damascus,D,,,,,,,,,,,,,,,,D,DAMASCUS,d,damascus
Early,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Early,Urquhart,U,U,URQUHART,u,urquhart,Urquhart,urquhart,,U,URQUHART,u,urquhart,Urquhart,Urquhart,urquhart,urquhart,U,URQUHART,u,urquhart
Early,,CUBA,CUBA,CUBA,cuba,cuba,Cuba,cuba,,CUBA,CUBA,cuba,cuba,Cuba,Cuba,cuba,cuba,CUBA,CUBA,cuba,cuba
Early,Blakely,B,B,BLAKELY,b,blakely,Blakely,blakely,,B,BLAKELY,b,blakely,Blakely,Blakely,blakely,blakely,B,BLAKELY,b,blakely
Early,Cedar Springs,CS,CS,CEDAR SPRINGS,cs,cedar springs,Cedar Springs,cedar springs,,CS,CEDAR SPRINGS,cs,cedar springs,Cedar Springs,Cedar Springs,cedar springs,cedar springs,CS,CEDAR SPRINGS,cs,cedar springs
Early,Arlington,A,A,ARLINGTON,a,arlington,Arlington,arlington,,A,ARLINGTON,a,arlington,Arlington,Arlington,arlington,arlington,A,ARLINGTON,a,arlington
Haralson,Bremen,02,02,BREMEN,02,bremen,Bremen,bremen,,02,BREMEN,02,bremen,Bremen,BREMEN,bremen,bremen,02,BREMEN,02,bremen
Haralson,Buncombe,04,04,BUNCOMBE,04,buncombe,Buncombe,buncombe,,04,BUNCOMBE,04,buncombe,Buncombe,BUNCOMBE,buncombe,buncombe,04,BUNCOMBE,04,buncombe
Haralson,Seventh,10,10,SEVENTH,10,seventh,Seventh,seventh,,10,SEVENTH,10,seventh,Seventh,SEVENTH,seventh,seventh,10,SEVENTH,10,seventh
Haralson,Corinth,05,05,CORINTH,05,corinth,Corinth,corinth,,05,CORINTH,05,corinth,Corinth,CORINTH,corinth,corinth,05,CORINTH,05,corinth
Haralson,Waco,13,13,WACO,13,waco,Waco,waco,,13,WACO,13,waco,Waco,WACO,waco,waco,13,WACO,13,waco
Haralson,Tallapoosa,12,12,TALLAPOOSA,12,tallapoosa,Tallapoosa,tallapoosa,,12,TALLAPOOSA,12,tallapoosa,Tallapoosa,TALLAPOOSA,tallapoosa,tallapoosa,12,TALLAPOOSA,12,tallapoosa
Haralson,Little Creek,08,08,LITTLE CREEK,08,little creek,Little Creek,little creek,,08,LITTLE CREEK,08,little creek,Little Creek,LITTLE CREEK,little creek,little creek,08,LITTLE CREEK,08,little creek
Haralson,Buchanan,03,03,BUCHANAN,03,buchanan,Buchanan,buchanan,,03,BUCHANAN,03,buchanan,Buchanan,BUCHANAN,buchanan,buchanan,03,BUCHANAN,03,buchanan
Haralson,Mt View,09,09,MT VIEW,09,mt view,Mt View,mt view,,09,MT VIEW,09,mt view,Mt View,MT VIEW,mt view,mt view,09,MT VIEW,09,mt view
Haralson,Twentieth,06,06,TWENTIETH,06,twentieth,Twentieth,twentieth,,06,TWENTIETH,06,twentieth,Twentieth,TWENTIETH,twentieth,twentieth,06,TWENTIETH,06,twentieth
Haralson,Felton,07,07,FELTON,07,felton,Felton,felton,,07,FELTON,07,felton,Felton,FELTON,felton,felton,07,FELTON,07,felton
Haralson,Berea-steadman,11,11,BEREA-STEADMAN,11,berea-steadman,Berea-Steadman,berea-steadman,,11,BEREA-STEADMAN,11,berea-steadman,Berea-Steadman,BEREA-STEADMAN,berea-steadman,berea-steadman,11,BEREA-STEADMAN,11,berea-steadman
Spalding,First Presbyterian Church,11,11,11,11,11,11,11,,11,11,11,11,11,11 FIRST PRESBYTERIAN CHURCH,11,11 first presbyterian church,11,13,11,13
Spalding,02 Fairmont,10,02,02,02,02,,,,02,02,02,02,2,02 FAIRMONT,02,02 fairmont,02,10,02,10
Spalding,07 First Methodist,12,07,07,07,07,,,,07,07,07,07,7,07 FIRST METHODIST,07,07 first methodist,07,12,07,12
Spalding,05 Uga Campus,21,05,05,05,05,,,,05,05,05,05,5,05 UGA CAMPUS,05,05 uga campus,05,21,05,21
Spalding,,1714,,,,,,,,1714,,1714,,,,,,,,,
Spalding,,99999,,,,,,,,99999,99999,99999,99999,,,,,,,,
Spalding,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Spalding,,02,,,,,,,,,,,,,,,,15,02,15,02
Spalding,,18,,,,,,,,,,,,,,,,18,07,18,07
Spalding,,16,,,,,,,,,,,,,,,,20,16,20,16
Spalding,57,5,,,,,5,5,,57,,57,,,,,,,,,
Spalding,31,3,,,,,3,3,,31,,31,,,,,,,,,
Spalding,,1,,,,,1,1,,,,,,,,,,,,,
Spalding,,2,,,,,2,2,,,,,,,,,,,,,
Spalding,,6,,,,,6,6,,,,,,,,,,,,,
Spalding,,7,,,,,7,7,,,,,,,,,,,,,
Spalding,,8,,,,,8,8,,,,,,,,,,,,,
Spalding,,9,,,,,9,9,,,,,,,,,,,,,
Spalding,City Park,06,06,06,06,06,,,,06,06,06,06,6,06 CITY PARK,06,06 city park,06,06,06,06
Spalding,Second Baptist Ch,01,01,01,01,01,,,,01,01,01,01,1,01 SECOND BAPTIST CH,01,01 second baptist ch,01,17,01,17
Spalding,09 Union Baptist Church,04,09,09,09,09,,,,09,09,09,09,9,09 UNION BAPTIST CHURCH,09,09 union baptist church,09,04,09,04
Spalding,03 Senior Center,18,03,03,03,03,,,,03,03,03,03,3,03 SENIOR CENTER,03,03 senior center,03,18,03,18
Spalding,08 St. John Lutheran Church,03,08,08,08,08,,,,08,08,08,08,8,08 ST. JOHN LUTHERAN CHURCH,08,08 st. john lutheran church,08,03,08,03
Spalding,Liberty Springs Bapt Church,12,12,12,12,12,12,12,,12,12,12,12,12,12 LIBERTY SPRINGS BAPT CHURCH,12,12 liberty springs bapt church,12,15,12,15
Spalding,19 First Assembly Of God Church,11,19,19,19,19,19,19,,19,19,19,19,19,19 FIRST ASSEMBLY OF GOD CHURCH,19,19 first assembly of god church,19,11,19,11
Spalding,County Line Methodist Church,13,13,13,13,13,13,13,,13,13,13,13,13,13 COUNTY LINE METHODIST CHURCH,13,13 county line methodist church,13,08,13,08
Spalding,20 Roberts Fire Station,04,20,20,20,20,20,20,,20,20,20,20,20,20 ROBERTS FIRE STATION,20,20 roberts fire station,04,20,04,20
Spalding,Eagles Landing Baptist,21,21,21,21,21,21,21,,21,21,21,21,21,21 EAGLES LANDING BAPTIST,21,21 eagles landing baptist,21,09,21,09
Spalding,Carver Fire Station,10,10,10,10,10,10,10,,10,10,10,10,10,10 CARVER FIRE STATION,10,10 carver fire station,10,05,10,05
Spalding,Gary Reid Fire Station,16,16,16,16,16,16,16,,16,16,16,16,16,16 GARY REID FIRE STATION,16,16 gary reid fire station,16,14,16,14
Spalding,17 Ambucs Park Gym,01,17,17,17,17,17,17,,17,17,17,17,17,17 AMBUCS PARK GYM,17,17 ambucs park gym,17,01,17,01
Spalding,14 Sunnyside Methodi,19,14,14,14,14,14,14,,14,14,14,14,14,14 SUNNYSIDE METHODI,14,14 sunnyside methodi,14,19,14,19
Screven,Bay Branch,06,06,BAY BRANCH,06,bay branch,Bay Branch,bay branch,,06,BAY BRANCH,06,bay branch,Bay Branch,Bay Branch,bay branch,bay branch,06,BAY BRANCH,06,bay branch
Screven,Screven Rec. Dept.,08,08,SCREVEN REC DEPT,08,screven rec dept,Screven Rec Dept,screven rec dept,,08,SCREVEN REC. DEPT.,08,screven rec. dept.,Screven Rec Dept,Screven Rec Dept,screven rec dept,screven rec dept,08,SCREVEN REC. DEPT.,08,screven rec. dept.
Screven,Cooperville Fire Station,12,12,COOPERVILLE FIRE STATION,12,cooperville fire station,Cooperville Fire Station,cooperville fire station,,12,FOY'S STORE,12,foy's store,Foy's Store,Cooperville Fire Sta,foy's store,cooperville fire sta,12,FOY'S STORE,12,foy's store
Screven,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Screven,Jenk Hill Fire Sta,04,04,JENK HILL FIRE STA,04,jenk hill fire sta,Jenk Hill Fire Sta,jenk hill fire sta,,04,JENK HILL FIRE STA,04,jenk hill fire sta,Jenk Hill Fire Sta,Jenk Hill Fire Sta,jenk hill fire sta,jenk hill fire sta,04,JENK HILL FIRE STA,04,jenk hill fire sta
Screven,Jackson Fire Station,11,11,JACKSON FIRE STATION,11,jackson fire station,Jackson Fire Station,jackson fire station,,11,JACKSON FIRE STATION,11,jackson fire station,Jackson Fire Station,Jackson Fire Station,jackson fire station,jackson fire station,11,JACKSON FIRE STATION,11,jackson fire station
Screven,Hiltonia,07,07,HILTONIA,07,hiltonia,Hiltonia,hiltonia,,07,HILTONIA,07,hiltonia,Hiltonia,Hiltonia,hiltonia,hiltonia,07,HILTONIA,07,hiltonia
Screven,Hunters,02,02,HUNTERS,02,hunters,Hunters,hunters,,02,HUNTERS,02,hunters,Hunters,Hunters,hunters,hunters,02,HUNTERS,02,hunters
Screven,Sr Citizens Center,10,10,SR CITIZENS CENTER,10,sr citizens center,Sr Citizens Center,sr citizens center,,10,SR CITIZENS CENTER,10,sr citizens center,Sr Citizens Center,Sr Citizens Center,sr citizens center,sr citizens center,10,SR CITIZENS CENTER,10,sr citizens center
Screven,Sylvania,01,01,SYLVANIA,01,sylvania,Sylvania,sylvania,,01,SYLVANIA,01,sylvania,Sylvania,Sylvania,sylvania,sylvania,01,SYLVANIA,01,sylvania
Screven,Rocky Ford,05,05,ROCKY FORD,05,rocky ford,Rocky Ford,rocky ford,,05,ROCKY FORD,05,rocky ford,Rocky Ford,Rocky Ford,rocky ford,rocky ford,05,ROCKY FORD,05,rocky ford
Screven,Newington,03,03,NEWINGTON,03,newington,Newington,newington,,03,NEWINGTON,03,newington,Newington,Newington,newington,newington,03,NEWINGTON,03,newington
Screven,Greenhill Church,09,09,GREENHILL CHURCH,09,greenhill church,Greenhill Church,greenhill church,,09,GREENHILL CHURCH,09,greenhill church,Greenhill Church,Greenhill Church,greenhill church,greenhill church,09,GREENHILL CHURCH,09,greenhill church
Burke,Keysville,0006,0006,KEYSVILLE,0006,keysville,Keysville,keysville,,0006,KEYSVILLE,0006,keysville,Keysville,Keysville,keysville,keysville,0006,KEYSVILLE,0006,keysville
Burke,Gough,0004,0004,GOUGH,0004,gough,Gough,gough,,0004,GOUGH,0004,gough,Gough,Gough,gough,gough,0004,GOUGH,0004,gough
Burke,,88888,,,,,,,,88888,88888,88888,88888,,,,,,,,
Burke,Greenscut,0005,0005,GREENSCUT,0005,greenscut,Greenscut,greenscut,,0005,GREENSCUT,0005,greenscut,Greenscut,Greenscut,greenscut,greenscut,0005,GREENSCUT,0005,greenscut
Burke,South Waynesboro,0015,0015,SOUTH WAYNESBORO,0015,south waynesboro,South Waynesboro,south waynesboro,,0015,SOUTH WAYNESBORO,0015,south waynesboro,South Waynesboro,South Waynesboro,south waynesboro,south waynesboro,0015,SOUTH WAYNESBORO,0015,south waynesboro
Burke,Midville,0007,0007,MIDVILLE,0007,midville,Midville,midville,,0007,MIDVILLE,0007,midville,Midville,Midville,midville,midville,0007,MIDVILLE,0007,midville
Burke,Four Points,0002,0002,FOUR POINTS,0002,four points,Four Points,four points,,0002,FOUR POINTS,0002,four points,Four Points,Four Points,four points,four points,0002,FOUR POINTS,0002,four points
Burke,Munnerlyn,0008,0008,MUNNERLYN,0008,munnerlyn,Munnerlyn,munnerlyn,,0008,MUNNERLYN,0008,munnerlyn,Munnerlyn,Munnerlyn,munnerlyn,munnerlyn,0008,MUNNERLYN,0008,munnerlyn
Burke,Sardis,0009,0009,SARDIS,0009,sardis,Sardis,sardis,,0009,SARDIS,0009,sardis,Sardis,Sardis,sardis,sardis,0009,SARDIS,0009,sardis
Burke,St. Clair,0012,0012,ST CLAIR,0012,st clair,St Clair,st clair,,0012,ST. CLAIR,0012,st. clair,St. Clair,St. Clair,st. clair,st. clair,0012,ST. CLAIR,0012,st. clair
Burke,North Waynesboro,0014,0014,NORTH WAYNESBORO,0014,north waynesboro,North Waynesboro,north waynesboro,,0014,NORTH WAYNESBORO,0014,north waynesboro,North Waynesboro,North Waynesboro,north waynesboro,north waynesboro,0014,NORTH WAYNESBORO,0014,north waynesboro
Burke,Vidette,0013,0013,VIDETTE,0013,vidette,Vidette,vidette,,0013,VIDETTE,0013,vidette,Vidette,Vidette,vidette,vidette,0013,VIDETTE,0013,vidette
